X,Y,Bed
436480.0,-1083000.0,-169.15
436470.0,-1083100.0,-168.24
436460.0,-1083100.0,-167.33
436460.0,-1083100.0,-166.42
436450.0,-1083100.0,-162.71
436440.0,-1083100.0,-163.99
436430.0,-1083100.0,-163.11
436420.0,-1083100.0,-162.23
436420.0,-1083100.0,-161.35
436410.0,-1083200.0,-158.32
436400.0,-1083200.0,-157.45
436390.0,-1083200.0,-156.6
436390.0,-1083200.0,-158.56
436380.0,-1083200.0,-157.72
436370.0,-1083200.0,-156.89
436360.0,-1083200.0,-158.85
436350.0,-1083200.0,-158.02
436350.0,-1083300.0,-157.19
436340.0,-1083300.0,-156.37
436330.0,-1083300.0,-158.36
436320.0,-1083300.0,-162.53
436310.0,-1083300.0,-164.52
436310.0,-1083300.0,-166.51
436300.0,-1083300.0,-165.68
436290.0,-1083300.0,-162.7
436280.0,-1083400.0,-164.7
436270.0,-1083400.0,-163.89
436270.0,-1083400.0,-163.09
436260.0,-1083400.0,-164.45
436250.0,-1083400.0,-163.67
436240.0,-1083400.0,-165.68
436230.0,-1083400.0,-164.89
436230.0,-1083400.0,-164.11
436220.0,-1083500.0,-163.33
436210.0,-1083500.0,-162.59
436200.0,-1083500.0,-164.62
436190.0,-1083500.0,-163.87
436190.0,-1083500.0,-163.12
436180.0,-1083500.0,-162.38
436170.0,-1083500.0,-161.64
436160.0,-1083500.0,-160.92
436150.0,-1083600.0,-160.2
436140.0,-1083600.0,-162.3
436140.0,-1083600.0,-161.6
436130.0,-1083600.0,-163.72
436120.0,-1083600.0,-165.84
436110.0,-1083600.0,-167.96
436100.0,-1083600.0,-167.3
436090.0,-1083600.0,-169.46
436090.0,-1083600.0,-171.59
436080.0,-1083700.0,-170.94
436070.0,-1083700.0,-170.32
436060.0,-1083700.0,-172.52
436050.0,-1083700.0,-176.83
436040.0,-1083700.0,-176.24
436030.0,-1083700.0,-178.42
436030.0,-1083700.0,-180.6
436020.0,-1083700.0,-180.01
436010.0,-1083800.0,-182.2
436000.0,-1083800.0,-184.39
435990.0,-1083800.0,-186.61
435980.0,-1083800.0,-190.94
435980.0,-1083800.0,-193.15
435970.0,-1083800.0,-195.34
435960.0,-1083800.0,-197.52
435950.0,-1083800.0,-199.68
435940.0,-1083900.0,-199.08
435930.0,-1083900.0,-201.24
435920.0,-1083900.0,-200.61
435910.0,-1083900.0,-199.99
435910.0,-1083900.0,-202.16
435900.0,-1083900.0,-204.3
435890.0,-1083900.0,-203.65
435880.0,-1083900.0,-203.02
435870.0,-1083900.0,-205.16
435860.0,-1084000.0,-204.54
435850.0,-1084000.0,-208.82
435840.0,-1084000.0,-208.16
435840.0,-1084000.0,-207.54
435830.0,-1084000.0,-211.81
435820.0,-1084000.0,-211.16
435810.0,-1084000.0,-210.49
435800.0,-1084000.0,-209.86
435790.0,-1084100.0,-211.99
435780.0,-1084100.0,-211.34
435770.0,-1084100.0,-210.72
435770.0,-1084100.0,-212.85
435760.0,-1084100.0,-212.2
435750.0,-1084100.0,-211.56
435740.0,-1084100.0,-213.7
435730.0,-1084100.0,-213.05
435720.0,-1084100.0,-212.4
435710.0,-1084200.0,-211.77
435700.0,-1084200.0,-213.94
435690.0,-1084200.0,-216.1
435690.0,-1084200.0,-217.59
435680.0,-1084200.0,-216.97
435670.0,-1084200.0,-219.11
435660.0,-1084200.0,-221.27
435650.0,-1084200.0,-223.41
435640.0,-1084300.0,-225.54
435630.0,-1084300.0,-224.89
435620.0,-1084300.0,-227.02
435610.0,-1084300.0,-226.36
435610.0,-1084300.0,-227.85
435600.0,-1084300.0,-227.21
435590.0,-1084300.0,-229.34
435580.0,-1084300.0,-228.67
435570.0,-1084300.0,-228.0
435560.0,-1084400.0,-227.34
435550.0,-1084400.0,-226.66
435540.0,-1084400.0,-225.99
435530.0,-1084400.0,-227.47
435530.0,-1084400.0,-226.78
435520.0,-1084400.0,-226.09
435510.0,-1084400.0,-225.4
435500.0,-1084400.0,-227.49
435490.0,-1084500.0,-226.77
435480.0,-1084500.0,-226.05
435470.0,-1084500.0,-225.33
435460.0,-1084500.0,-226.76
435450.0,-1084500.0,-226.06
435440.0,-1084500.0,-228.13
435430.0,-1084500.0,-227.39
435430.0,-1084500.0,-226.66
435420.0,-1084500.0,-228.07
435410.0,-1084600.0,-227.32
435400.0,-1084600.0,-226.55
435390.0,-1084600.0,-225.78
435380.0,-1084600.0,-225.0
435370.0,-1084600.0,-224.21
435360.0,-1084600.0,-225.58
435350.0,-1084600.0,-224.78
435340.0,-1084600.0,-223.97
435330.0,-1084600.0,-223.16
435320.0,-1084700.0,-222.34
435310.0,-1084700.0,-221.51
435310.0,-1084700.0,-220.68
435300.0,-1084700.0,-222.03
435290.0,-1084700.0,-221.21
435280.0,-1084700.0,-220.4
435270.0,-1084700.0,-221.74
435260.0,-1084700.0,-220.95
435250.0,-1084700.0,-220.15
435240.0,-1084800.0,-219.38
435230.0,-1084800.0,-221.41
435220.0,-1084800.0,-223.45
435210.0,-1084800.0,-225.52
435200.0,-1084800.0,-226.94
435190.0,-1084800.0,-226.23
435180.0,-1084800.0,-225.53
435170.0,-1084800.0,-227.65
435160.0,-1084800.0,-231.91
435160.0,-1084900.0,-231.25
435150.0,-1084900.0,-230.58
435140.0,-1084900.0,-232.06
435130.0,-1084900.0,-231.41
435120.0,-1084900.0,-230.75
435110.0,-1084900.0,-227.31
435100.0,-1084900.0,-226.01
435090.0,-1084900.0,-222.58
435080.0,-1085000.0,-219.15
435070.0,-1085000.0,-215.74
435060.0,-1085000.0,-215.14
435050.0,-1085000.0,-214.52
435040.0,-1085000.0,-211.12
435030.0,-1085000.0,-207.75
435020.0,-1085000.0,-206.47
435010.0,-1085000.0,-197.48
435000.0,-1085000.0,-188.49
434990.0,-1085100.0,-181.67
434990.0,-1085100.0,-175.52
434980.0,-1085100.0,-169.36
434970.0,-1085100.0,-165.36
434960.0,-1085100.0,-159.25
434950.0,-1085100.0,-155.93
434940.0,-1085100.0,-152.6
434930.0,-1085100.0,-149.3
434920.0,-1085100.0,-146.0
434910.0,-1085200.0,-142.66
434900.0,-1085200.0,-136.58
434890.0,-1085200.0,-133.29
434880.0,-1085200.0,-130.03
434870.0,-1085200.0,-128.89
434860.0,-1085200.0,-125.62
434850.0,-1085200.0,-122.35
434840.0,-1085200.0,-119.09
434830.0,-1085200.0,-118.58
434820.0,-1085300.0,-115.29
434810.0,-1085300.0,-112.0
434800.0,-1085300.0,-108.7
434790.0,-1085300.0,-105.39
434780.0,-1085300.0,-102.07
434770.0,-1085300.0,-98.758
434770.0,-1085300.0,-95.465
434760.0,-1085300.0,-94.926
434750.0,-1085300.0,-91.595
434740.0,-1085400.0,-88.27
434730.0,-1085400.0,-84.964
434720.0,-1085400.0,-84.421
434710.0,-1085400.0,-81.125
434700.0,-1085400.0,-80.578
434690.0,-1085400.0,-77.23899999999998
434680.0,-1085400.0,-73.895
434670.0,-1085400.0,-70.559
434660.0,-1085400.0,-67.193
434650.0,-1085500.0,-61.756
434640.0,-1085500.0,-61.199
434630.0,-1085500.0,-60.63800000000001
434620.0,-1085500.0,-57.313
434610.0,-1085500.0,-54.647
434600.0,-1085500.0,-51.326
434590.0,-1085500.0,-48.73
434580.0,-1085500.0,-48.242
434570.0,-1085500.0,-47.804
434560.0,-1085600.0,-47.381
434550.0,-1085600.0,-46.97
434540.0,-1085600.0,-46.569
434530.0,-1085600.0,-46.173
434520.0,-1085600.0,-45.779
434510.0,-1085600.0,-45.348
434500.0,-1085600.0,-42.174
434490.0,-1085600.0,-41.775
434490.0,-1085600.0,-41.333
434480.0,-1085700.0,-38.126
434470.0,-1085700.0,-35.592
434460.0,-1085700.0,-35.134
434450.0,-1085700.0,-34.709
434440.0,-1085700.0,-34.256
434430.0,-1085700.0,-31.688
434420.0,-1085700.0,-31.212
434410.0,-1085700.0,-30.737
434400.0,-1085700.0,-28.115
434390.0,-1085800.0,-24.779
434380.0,-1085800.0,-19.314
434370.0,-1085800.0,-13.226
434360.0,-1085800.0,-9.924
434350.0,-1085800.0,-6.6134
434340.0,-1085800.0,-3.3054
434330.0,-1085800.0,0.0209
434320.0,-1085800.0,3.3495
434310.0,-1085800.0,6.6778
434300.0,-1085900.0,9.3749
434290.0,-1085900.0,12.083
434280.0,-1085900.0,12.659
434270.0,-1085900.0,13.220999999999998
434260.0,-1085900.0,13.79
434260.0,-1085900.0,14.365
434250.0,-1085900.0,14.911
434240.0,-1085900.0,12.711
434230.0,-1085900.0,13.252
434220.0,-1086000.0,11.023
434210.0,-1086000.0,8.8138
434200.0,-1086000.0,9.3917
434190.0,-1086000.0,9.9629
434180.0,-1086000.0,10.501
434170.0,-1086000.0,8.2761
434160.0,-1086000.0,8.1958
434150.0,-1086000.0,8.7718
434140.0,-1086000.0,9.325
434130.0,-1086100.0,9.8743
434120.0,-1086100.0,10.423
434110.0,-1086100.0,10.943
434100.0,-1086100.0,8.7315
434090.0,-1086100.0,11.409
434080.0,-1086100.0,11.977
434070.0,-1086100.0,12.525
434060.0,-1086100.0,13.073
434050.0,-1086100.0,13.623
434050.0,-1086200.0,14.173
434040.0,-1086200.0,14.702
434030.0,-1086200.0,13.113
434020.0,-1086200.0,13.640999999999998
434010.0,-1086200.0,14.158
434000.0,-1086200.0,11.898
433990.0,-1086200.0,9.644
433980.0,-1086200.0,7.4186
433970.0,-1086200.0,7.9962
433960.0,-1086300.0,8.5657
433950.0,-1086300.0,6.3683
433940.0,-1086300.0,6.9897
433930.0,-1086300.0,7.6302
433920.0,-1086300.0,8.2901
433910.0,-1086300.0,8.9626
433900.0,-1086300.0,7.5070000000000014
433890.0,-1086300.0,8.2225
433880.0,-1086300.0,8.9726
433870.0,-1086400.0,9.7452
433870.0,-1086400.0,10.527
433860.0,-1086400.0,8.541
433850.0,-1086400.0,9.366
433840.0,-1086400.0,7.3996
433830.0,-1086400.0,6.1035
433820.0,-1086400.0,6.9952
433810.0,-1086400.0,7.9003
433800.0,-1086400.0,8.8204
433790.0,-1086500.0,9.7533
433780.0,-1086500.0,10.684
433770.0,-1086500.0,9.4748
433760.0,-1086500.0,13.253
433750.0,-1086500.0,17.015
433740.0,-1086500.0,17.983
433730.0,-1086500.0,18.955
433720.0,-1086500.0,19.926
433710.0,-1086600.0,20.89
433710.0,-1086600.0,19.706
433700.0,-1086600.0,20.671
433690.0,-1086600.0,21.648000000000003
433680.0,-1086600.0,22.615
433670.0,-1086600.0,21.429
433660.0,-1086600.0,22.394
433650.0,-1086600.0,23.368
433640.0,-1086600.0,24.338
433630.0,-1086700.0,25.308000000000003
433620.0,-1086700.0,26.275
433610.0,-1086700.0,27.237
433600.0,-1086700.0,28.195
433590.0,-1086700.0,29.145
433580.0,-1086700.0,30.085
433570.0,-1086700.0,31.017
433570.0,-1086700.0,31.938
433560.0,-1086700.0,32.846
433550.0,-1086800.0,33.745
433540.0,-1086800.0,34.628
433530.0,-1086800.0,35.497
433520.0,-1086800.0,36.355
433510.0,-1086800.0,37.218
433500.0,-1086800.0,40.858
433490.0,-1086800.0,44.475
433480.0,-1086800.0,45.307
433470.0,-1086800.0,48.875
433460.0,-1086900.0,49.652
433450.0,-1086900.0,50.413
433450.0,-1086900.0,51.163
433440.0,-1086900.0,51.901
433430.0,-1086900.0,52.62300000000001
433420.0,-1086900.0,53.363
433410.0,-1086900.0,56.19
433400.0,-1086900.0,56.919
433390.0,-1086900.0,59.776
433380.0,-1087000.0,65.4
433370.0,-1087000.0,68.87899999999999
433360.0,-1087000.0,72.321
433350.0,-1087000.0,75.793
433340.0,-1087000.0,82.037
433340.0,-1087000.0,88.24799999999998
433330.0,-1087000.0,91.694
433320.0,-1087000.0,97.907
433310.0,-1087100.0,101.32
433300.0,-1087100.0,104.73
433290.0,-1087100.0,108.15
433280.0,-1087100.0,111.56
433270.0,-1087100.0,114.32
433260.0,-1087100.0,117.1
433250.0,-1087100.0,120.54
433250.0,-1087100.0,123.94
433240.0,-1087100.0,124.56
433230.0,-1087200.0,127.35
433220.0,-1087200.0,132.9
433210.0,-1087200.0,133.56
433200.0,-1087200.0,136.3
433190.0,-1087200.0,136.95
433180.0,-1087200.0,137.58
433170.0,-1087200.0,140.33
433160.0,-1087200.0,141.0
433160.0,-1087300.0,143.76
433150.0,-1087300.0,144.41
433140.0,-1087300.0,145.02
433130.0,-1087300.0,145.66
433120.0,-1087300.0,148.38
433110.0,-1087300.0,146.23
433100.0,-1087300.0,146.84
433090.0,-1087300.0,147.43
433080.0,-1087300.0,147.35
433080.0,-1087400.0,147.31
433070.0,-1087400.0,147.88
433060.0,-1087400.0,145.63
433050.0,-1087400.0,143.37
433040.0,-1087400.0,141.09
433030.0,-1087400.0,138.81
433020.0,-1087400.0,136.54
433010.0,-1087400.0,136.35
433010.0,-1087500.0,134.06
433000.0,-1087500.0,131.77
432990.0,-1087500.0,132.2
432980.0,-1087500.0,129.86
432970.0,-1087500.0,127.51
432960.0,-1087500.0,125.16
432950.0,-1087500.0,122.83
432950.0,-1087500.0,122.62
432940.0,-1087500.0,119.62
432930.0,-1087600.0,114.52
432920.0,-1087600.0,112.21
432910.0,-1087600.0,109.9
432900.0,-1087600.0,107.59
432890.0,-1087600.0,105.3
432890.0,-1087600.0,103.02
432880.0,-1087600.0,100.75
432870.0,-1087600.0,98.498
432860.0,-1087700.0,96.259
432850.0,-1087700.0,94.019
432840.0,-1087700.0,91.802
432840.0,-1087700.0,89.581
432830.0,-1087700.0,87.34899999999998
432820.0,-1087700.0,82.366
432810.0,-1087700.0,80.14699999999998
432800.0,-1087700.0,75.14399999999998
432790.0,-1087800.0,70.165
432790.0,-1087800.0,67.957
432780.0,-1087800.0,62.94
432770.0,-1087800.0,55.774
432760.0,-1087800.0,47.945
432750.0,-1087800.0,40.12300000000001
432740.0,-1087800.0,32.278
432740.0,-1087800.0,21.667
432730.0,-1087800.0,13.85
432720.0,-1087900.0,8.8282
432710.0,-1087900.0,3.8276
432700.0,-1087900.0,1.6208
432690.0,-1087900.0,2.1872
432690.0,-1087900.0,-0.0264
432680.0,-1087900.0,0.5433
432670.0,-1087900.0,1.0554
432660.0,-1087900.0,-3.312
432650.0,-1088000.0,-2.8160000000000003
432650.0,-1088000.0,-5.0954
432640.0,-1088000.0,-7.3718
432630.0,-1088000.0,-9.6498
432620.0,-1088000.0,-11.979
432610.0,-1088000.0,-19.23
432610.0,-1088000.0,-24.318
432600.0,-1088000.0,-26.604
432590.0,-1088100.0,-28.868
432580.0,-1088100.0,-28.325
432570.0,-1088100.0,-27.786
432570.0,-1088100.0,-30.035
432560.0,-1088100.0,-29.476
432550.0,-1088100.0,-28.909
432540.0,-1088100.0,-28.347
432530.0,-1088100.0,-29.917
432530.0,-1088200.0,-29.351
432520.0,-1088200.0,-28.761
432510.0,-1088200.0,-28.164
432500.0,-1088200.0,-27.562
432490.0,-1088200.0,-26.958
432490.0,-1088200.0,-26.361
432480.0,-1088200.0,-27.904
432470.0,-1088200.0,-27.318
432460.0,-1088300.0,-26.712
432450.0,-1088300.0,-26.109
432450.0,-1088300.0,-25.513
432440.0,-1088300.0,-24.95
432430.0,-1088300.0,-29.303
432420.0,-1088300.0,-28.742
432410.0,-1088300.0,-28.198
432410.0,-1088300.0,-30.454
432400.0,-1088400.0,-32.689
432390.0,-1088400.0,-32.161
432380.0,-1088400.0,-34.452
432370.0,-1088400.0,-38.893
432370.0,-1088400.0,-41.203
432360.0,-1088400.0,-43.503
432350.0,-1088400.0,-45.801
432340.0,-1088400.0,-45.305
432330.0,-1088500.0,-44.817
432330.0,-1088500.0,-44.33600000000001
432320.0,-1088500.0,-43.879
432310.0,-1088500.0,-45.537
432300.0,-1088500.0,-45.07
432290.0,-1088500.0,-41.784
432290.0,-1088500.0,-38.511
432280.0,-1088500.0,-35.25199999999999
432270.0,-1088600.0,-34.142
432260.0,-1088600.0,-33.707
432250.0,-1088600.0,-33.255
432250.0,-1088600.0,-32.784
432240.0,-1088600.0,-29.544
432230.0,-1088600.0,-29.098000000000006
432220.0,-1088600.0,-28.671
432210.0,-1088600.0,-30.366
432210.0,-1088600.0,-29.943
432200.0,-1088700.0,-29.5
432190.0,-1088700.0,-29.058000000000003
432180.0,-1088700.0,-28.617
432170.0,-1088700.0,-28.174
432170.0,-1088700.0,-27.732
432160.0,-1088700.0,-27.29
432150.0,-1088700.0,-26.846
432140.0,-1088700.0,-26.391
432130.0,-1088800.0,-25.307
432130.0,-1088800.0,-24.88
432120.0,-1088800.0,-24.432
432110.0,-1088800.0,-23.984
432100.0,-1088800.0,-23.533
432090.0,-1088800.0,-23.08
432080.0,-1088800.0,-22.597
432080.0,-1088800.0,-19.371
432070.0,-1088900.0,-21.054
432060.0,-1088900.0,-20.593000000000004
432050.0,-1088900.0,-17.334
432040.0,-1088900.0,-16.859
432040.0,-1088900.0,-16.378
432030.0,-1088900.0,-15.885
432020.0,-1088900.0,-15.382
432010.0,-1088900.0,-14.879
432000.0,-1089000.0,-16.514
431990.0,-1089000.0,-15.986
431990.0,-1089000.0,-15.439
431980.0,-1089000.0,-14.888
431970.0,-1089000.0,-16.465
431960.0,-1089000.0,-15.904000000000002
431950.0,-1089000.0,-15.312
431940.0,-1089000.0,-14.69
431930.0,-1089100.0,-11.29
431930.0,-1089100.0,-10.672
431920.0,-1089100.0,-10.046
431910.0,-1089100.0,-9.4157
431900.0,-1089100.0,-8.7887
431890.0,-1089100.0,-10.305
431880.0,-1089100.0,-9.6671
431870.0,-1089100.0,-9.0132
431870.0,-1089100.0,-8.3743
431860.0,-1089200.0,-10.504
431850.0,-1089200.0,-9.8391
431840.0,-1089200.0,-9.201
431830.0,-1089200.0,-13.483
431820.0,-1089200.0,-12.823
431810.0,-1089200.0,-12.173
431810.0,-1089200.0,-14.324000000000002
431800.0,-1089200.0,-16.476
431790.0,-1089300.0,-18.639
431780.0,-1089300.0,-22.945
431770.0,-1089300.0,-25.104
431760.0,-1089300.0,-27.247
431750.0,-1089300.0,-26.616
431740.0,-1089300.0,-28.79
431730.0,-1089300.0,-30.959
431720.0,-1089300.0,-33.115
431720.0,-1089300.0,-32.517
431710.0,-1089400.0,-34.685
431700.0,-1089400.0,-34.071
431690.0,-1089400.0,-33.462
431680.0,-1089400.0,-32.888000000000005
431670.0,-1089400.0,-35.071
431660.0,-1089400.0,-34.506
431650.0,-1089400.0,-36.721
431640.0,-1089400.0,-38.948
431630.0,-1089500.0,-41.16
431620.0,-1089500.0,-43.387
431620.0,-1089500.0,-48.38800000000001
431610.0,-1089500.0,-50.588
431600.0,-1089500.0,-52.776
431590.0,-1089500.0,-54.923
431580.0,-1089500.0,-54.265
431570.0,-1089500.0,-53.613
431560.0,-1089500.0,-55.716
431550.0,-1089600.0,-55.014
431540.0,-1089600.0,-54.29600000000001
431530.0,-1089600.0,-53.563
431520.0,-1089600.0,-52.81399999999999
431510.0,-1089600.0,-52.049
431500.0,-1089600.0,-51.27
431490.0,-1089600.0,-50.465
431480.0,-1089600.0,-46.854
431470.0,-1089600.0,-46.021
431470.0,-1089700.0,-42.372
431460.0,-1089700.0,-38.699
431450.0,-1089700.0,-35.024
431440.0,-1089700.0,-31.345
431430.0,-1089700.0,-32.623000000000005
431420.0,-1089700.0,-31.73
431410.0,-1089700.0,-30.814
431400.0,-1089700.0,-29.887
431390.0,-1089700.0,-28.951
431380.0,-1089800.0,-28.002
431370.0,-1089800.0,-27.043000000000006
431360.0,-1089800.0,-26.075
431350.0,-1089800.0,-25.095
431340.0,-1089800.0,-24.108
431330.0,-1089800.0,-23.111
431320.0,-1089800.0,-22.095
431310.0,-1089800.0,-18.272
431300.0,-1089800.0,-17.250999999999998
431290.0,-1089900.0,-16.222
431280.0,-1089900.0,-15.188
431270.0,-1089900.0,-14.146
431260.0,-1089900.0,-13.099
431250.0,-1089900.0,-14.869000000000002
431240.0,-1089900.0,-13.813
431230.0,-1089900.0,-12.755
431220.0,-1089900.0,-14.505
431210.0,-1089900.0,-15.621
431200.0,-1090000.0,-14.558
431190.0,-1090000.0,-13.496
431180.0,-1090000.0,-12.432
431170.0,-1090000.0,-11.372
431160.0,-1090000.0,-10.314
431150.0,-1090000.0,-12.068
431140.0,-1090000.0,-11.029000000000002
431130.0,-1090000.0,-12.792
431120.0,-1090000.0,-11.752
431110.0,-1090000.0,-10.719
420000.0,-1072400.0,41.235
420010.0,-1072400.0,40.587
420020.0,-1072400.0,38.56
420030.0,-1072400.0,37.924
420040.0,-1072500.0,35.898
420050.0,-1072500.0,35.254
420060.0,-1072500.0,35.333
420070.0,-1072500.0,33.315
420080.0,-1072500.0,30.592
420090.0,-1072500.0,27.863000000000003
420100.0,-1072500.0,25.149
420110.0,-1072500.0,24.108
420120.0,-1072500.0,20.76
420130.0,-1072500.0,19.735
420140.0,-1072600.0,19.842
420150.0,-1072600.0,19.952
420170.0,-1072600.0,20.064
420180.0,-1072600.0,20.178
420190.0,-1072600.0,18.194000000000006
420200.0,-1072600.0,17.602
420210.0,-1072600.0,17.72
420220.0,-1072600.0,15.731
420230.0,-1072600.0,15.144
420240.0,-1072600.0,13.17
420250.0,-1072700.0,12.579
420260.0,-1072700.0,10.619000000000002
420270.0,-1072700.0,10.03
420280.0,-1072700.0,8.0616
420290.0,-1072700.0,7.4725
420300.0,-1072700.0,7.6026
420310.0,-1072700.0,5.631
420320.0,-1072700.0,5.0476
420330.0,-1072700.0,5.1725
420340.0,-1072800.0,3.1961
420350.0,-1072800.0,0.4995
420360.0,-1072800.0,-0.0871
420370.0,-1072800.0,-2.0646
420390.0,-1072800.0,-4.7633
420400.0,-1072800.0,-7.8619
420410.0,-1072800.0,-11.91
420420.0,-1072800.0,-15.017
420430.0,-1072800.0,-15.604
420440.0,-1072800.0,-15.48
420450.0,-1072900.0,-17.468
420460.0,-1072900.0,-20.156
420470.0,-1072900.0,-22.856
420480.0,-1072900.0,-23.446
420490.0,-1072900.0,-23.327
420500.0,-1072900.0,-23.21
420510.0,-1072900.0,-23.093000000000004
420520.0,-1072900.0,-22.977
420530.0,-1072900.0,-22.861
420540.0,-1072900.0,-24.845
420550.0,-1073000.0,-25.45
420560.0,-1073000.0,-27.435
420570.0,-1073000.0,-28.032
420580.0,-1073000.0,-30.44
420590.0,-1073000.0,-32.388000000000005
420600.0,-1073000.0,-34.796
420610.0,-1073000.0,-37.495
420620.0,-1073000.0,-38.104
420630.0,-1073000.0,-37.993
420640.0,-1073100.0,-37.882
420650.0,-1073100.0,-37.771
420660.0,-1073100.0,-37.66
420670.0,-1073100.0,-39.65
420680.0,-1073100.0,-42.348
420690.0,-1073100.0,-42.957
420700.0,-1073100.0,-44.945
420710.0,-1073100.0,-45.543
420720.0,-1073100.0,-45.432
420730.0,-1073100.0,-45.742
420740.0,-1073200.0,-49.083
420750.0,-1073200.0,-52.214
420760.0,-1073200.0,-52.816
420780.0,-1073200.0,-54.807
420790.0,-1073200.0,-57.508
420800.0,-1073200.0,-58.119
420810.0,-1073200.0,-58.01
420820.0,-1073200.0,-60.0
420830.0,-1073200.0,-62.71
420840.0,-1073300.0,-65.41
420850.0,-1073300.0,-68.12100000000001
420860.0,-1073300.0,-68.723
420870.0,-1073300.0,-71.124
420880.0,-1073300.0,-73.085
420890.0,-1073300.0,-73.395
420900.0,-1073300.0,-73.286
420910.0,-1073300.0,-75.266
420920.0,-1073300.0,-75.878
420930.0,-1073400.0,-77.869
420940.0,-1073400.0,-80.58
420950.0,-1073400.0,-81.181
420950.0,-1073400.0,-81.072
420960.0,-1073400.0,-83.06299999999997
420970.0,-1073400.0,-85.774
420980.0,-1073400.0,-88.47399999999998
420990.0,-1073400.0,-89.495
421000.0,-1073400.0,-90.738
421010.0,-1073500.0,-93.142
421020.0,-1073500.0,-95.857
421030.0,-1073500.0,-96.472
421040.0,-1073500.0,-98.468
421050.0,-1073500.0,-99.074
421060.0,-1073500.0,-98.97
421070.0,-1073500.0,-98.866
421080.0,-1073500.0,-99.183
421090.0,-1073500.0,-100.43
421100.0,-1073500.0,-100.75
421110.0,-1073600.0,-100.64
421120.0,-1073600.0,-100.54
421130.0,-1073600.0,-100.44
421140.0,-1073600.0,-100.33
421150.0,-1073600.0,-102.32
421160.0,-1073600.0,-102.93
421170.0,-1073600.0,-102.82
421180.0,-1073600.0,-103.12
421190.0,-1073600.0,-104.36
421200.0,-1073700.0,-104.67
421210.0,-1073700.0,-104.56
421220.0,-1073700.0,-104.45
421230.0,-1073700.0,-104.33
421240.0,-1073700.0,-104.22
421250.0,-1073700.0,-106.2
421260.0,-1073700.0,-106.8
421270.0,-1073700.0,-106.69
421280.0,-1073700.0,-106.98
421290.0,-1073800.0,-108.23
421300.0,-1073800.0,-108.53
421310.0,-1073800.0,-108.42
421320.0,-1073800.0,-108.31
421330.0,-1073800.0,-108.21
421340.0,-1073800.0,-108.1
421350.0,-1073800.0,-108.0
421360.0,-1073800.0,-107.9
421370.0,-1073800.0,-107.79
421380.0,-1073900.0,-107.69
421390.0,-1073900.0,-107.58
421390.0,-1073900.0,-107.49
421400.0,-1073900.0,-107.39
421410.0,-1073900.0,-109.39
421420.0,-1073900.0,-110.0
421430.0,-1073900.0,-109.9
421440.0,-1073900.0,-111.9
421450.0,-1073900.0,-114.62
421460.0,-1074000.0,-117.75
421470.0,-1074000.0,-119.71
421480.0,-1074000.0,-120.02
421490.0,-1074000.0,-119.91
421500.0,-1074000.0,-119.8
421510.0,-1074000.0,-119.69
421520.0,-1074000.0,-119.58
421530.0,-1074000.0,-119.47
421540.0,-1074000.0,-119.36
421550.0,-1074100.0,-118.83
421560.0,-1074100.0,-117.36
421570.0,-1074100.0,-116.83
421580.0,-1074100.0,-116.72
421590.0,-1074100.0,-116.6
421600.0,-1074100.0,-116.48
421610.0,-1074100.0,-116.36
421620.0,-1074100.0,-118.33
421630.0,-1074100.0,-119.34
421640.0,-1074200.0,-122.68
421650.0,-1074200.0,-123.7
421660.0,-1074200.0,-125.66
421670.0,-1074200.0,-126.25
421680.0,-1074200.0,-126.12
421680.0,-1074200.0,-125.99
421690.0,-1074200.0,-123.76
421700.0,-1074200.0,-122.92
421710.0,-1074200.0,-122.79
421720.0,-1074300.0,-123.06
421730.0,-1074300.0,-126.38
421740.0,-1074300.0,-129.46
421750.0,-1074300.0,-130.04
421760.0,-1074300.0,-129.9
421770.0,-1074300.0,-129.76
421780.0,-1074300.0,-129.63
421790.0,-1074300.0,-127.81
421800.0,-1074300.0,-126.21
421810.0,-1074400.0,-123.66
421820.0,-1074400.0,-120.71
421830.0,-1074400.0,-117.76
421840.0,-1074400.0,-114.8
421850.0,-1074400.0,-111.85
421860.0,-1074400.0,-108.91
421870.0,-1074400.0,-105.95
421880.0,-1074400.0,-103.0
421890.0,-1074400.0,-100.05
421900.0,-1074500.0,-97.098
421910.0,-1074500.0,-94.155
421920.0,-1074500.0,-91.214
421930.0,-1074500.0,-90.364
421940.0,-1074500.0,-88.134
421950.0,-1074500.0,-87.285
421950.0,-1074500.0,-85.057
421960.0,-1074500.0,-80.01899999999998
421970.0,-1074500.0,-74.263
421980.0,-1074600.0,-70.197
421990.0,-1074600.0,-63.801
422000.0,-1074600.0,-57.62600000000001
422010.0,-1074600.0,-51.872
422020.0,-1074600.0,-46.118
422030.0,-1074600.0,-38.265
422040.0,-1074600.0,-29.703000000000007
422050.0,-1074600.0,-21.132
422060.0,-1074600.0,-14.671
422070.0,-1074700.0,-8.9111
422080.0,-1074700.0,-3.173
422090.0,-1074700.0,0.4834
422100.0,-1074700.0,3.4082
422110.0,-1074700.0,6.3407
422120.0,-1074700.0,9.261
422130.0,-1074700.0,10.089
422140.0,-1074700.0,12.295
422150.0,-1074700.0,15.208
422160.0,-1074800.0,18.129
422170.0,-1074800.0,21.038
422180.0,-1074800.0,21.855
